age,income,employment_years,debt_to_income_ratio,credit_score,loan_amount,loan_term,loan_purpose,has_mortgage,has_credit_card,previous_defaults,credit_inquiries,default_prob,default,payment_to_income
48,45059.280270686395,6,0.1109464003120267,512,12738.674520510755,72,medical,0,0,0,0,0.15042316621371396,0,0.04711820533596783
27,241436.52970660248,9,0.1449694308746674,654,36133.87267517897,24,education,0,1,0,0,0.24417060176700367,0,0.07483099744493807
42,195848.15039000104,4,0.06600635855003399,529,62039.203788062936,96,car,0,1,1,2,0.1127905306827033,1,0.039596495846732235
20,11084.296512203346,5,0.06468695115837576,595,40406.763014352844,72,car,1,1,0,4,0.21288740368893533,1,0.607567696784165
26,111734.96843851694,3,0.21598649039259027,737,43164.607287870385,36,home,0,1,0,0,0.0844734943821979,0,0.12877081034132437
41,32311.167411772607,2,0.10057368617537041,752,12284.51633806428,48,home,1,1,3,0,0.17128751681863252,0,0.09504853369665316
47,36282.681623147524,7,0.1703209178392368,696,16615.211019525468,24,car,0,1,0,2,0.11709483005092301,0,0.2289688947484706
41,10000.0,5,0.07900393151900707,771,40275.66797964107,48,business,1,1,2,1,0.13328323310002338,0,1.0068916994910266
38,18575.786947024437,3,0.023821945662558908,484,12042.926679933287,120,home,0,1,0,2,0.2772742813099535,0,0.06483131354961187
36,10000.0,2,0.15027048214280556,812,16700.325174623726,48,medical,1,0,4,0,0.1776500462093908,0,0.4175081293655931
25,50415.74544502813,9,0.0435163639862776,565,24210.14611912841,96,car,1,0,0,1,0.2102932460165108,1,0.06002625247683398
32,64284.929214826254,2,0.06493195854517315,680,28825.953032687215,36,education,1,0,0,0,0.17317484164194313,0,0.1494697299702348
35,10000.0,6,0.04273220246855782,583,19196.367832221204,60,car,1,1,0,1,0.11762681123553248,0,0.38392735664442407
50,21546.423868750408,5,0.07847811138197223,681,22140.221172120975,24,education,0,1,2,0,0.021093324836872734,0,0.5137794862615641
43,67633.68960289554,6,0.008740130088329464,651,23923.225109599418,120,home,0,0,4,0,0.33124470499415815,1,0.03537175814311218
22,18275.580296541262,8,0.1713349331700906,763,19663.054933895677,120,business,0,1,0,2,0.12784000453002875,0,0.10759195940616453
43,45663.91436755929,1,0.04878567092911929,850,17133.976073558675,84,other,0,1,2,2,0.1769654105230643,0,0.05360273865155436
36,31293.493127835423,2,0.1525396250451264,738,20724.40648910348,24,education,1,1,1,0,0.0,0,0.331129644179435
33,30997.45030790511,4,0.22975006948189236,638,16803.68324256279,48,business,0,1,1,1,0.3228196794012762,0,0.1355247211919672
46,16792.45608415498,9,0.0715207458226204,803,34422.44452854521,72,other,1,0,0,7,0.036697848749880385,0,0.34164591881852563
50,10000.0,3,0.05685462224961043,480,25662.939225985156,120,education,1,1,0,1,0.20990313494246304,0,0.25662939225985154
49,10000.0,3,0.1378600682041775,591,21234.312932179582,72,business,1,0,0,0,0.10414598259133649,0,0.3539052155363263
31,44772.63986119966,1,0.10128128559943145,626,19548.816379454278,48,education,1,0,1,0,0.0,0,0.10915604060905199
36,22459.259443715197,3,0.05664303271192496,622,37106.51503820253,12,car,0,1,2,3,0.1900958285082143,0,1.6521700161661428
43,19177.399501712247,5,0.16190128525373235,576,18326.661960922065,84,other,1,0,1,1,0.3322606335171566,0,0.13651979068445927
49,14416.230338230636,4,0.11940613094598641,719,31651.608178014583,84,car,1,1,0,0,0.04602497288158099,0,0.3136505317311615
35,16233.156944785702,3,0.1857211243436103,649,39837.06125401849,72,home,0,1,0,2,0.09177087745993148,0,0.4090091798894224
38,62749.87057788878,9,0.15516229177439095,636,28174.752230390925,36,car,0,1,0,4,0.2868496427868791,0,0.14966698720341734
28,15752.524515883133,4,0.2330099141642456,790,9834.694313546746,60,medical,0,1,2,2,0.13896622144664927,0,0.12486499295564353
28,10000.0,4,0.18737817060925996,605,17820.818011205298,84,home,1,1,0,0,0.0689143396481654,0,0.25458311444578996
48,46334.94817522948,3,0.16042935086266435,752,14368.21318578865,72,car,0,1,0,0,0.015094537127737805,0,0.05168241882078207
53,17946.014505349936,2,0.20979620205948546,622,12113.760372533196,84,car,1,0,0,3,0.1272349279255283,0,0.09643016813344688
39,22728.976006703328,6,0.26319270252819477,624,38014.332697255704,60,medical,1,1,0,1,0.22922604968136162,0,0.3345010587898404
50,109927.71653869454,1,0.057938830736892856,573,26615.624269214357,12,business,0,0,1,10,0.039510403771761626,0,0.24211932265367908
43,21578.21333277601,5,0.1100570094610344,504,6109.646346448609,60,car,0,1,2,0,0.1950205599565828,0,0.056627916799473134
33,29412.75412754222,0,0.14536187753464577,583,21903.31971745342,24,education,0,1,0,5,0.19135122916341507,0,0.3723439094223255
43,10000.0,5,0.2025526493329073,472,15808.907921904934,24,business,1,0,2,1,0.29331594216879675,0,0.7904453960952467
55,17682.496794850802,2,0.1924709116097549,675,35009.206930091634,48,education,0,0,0,6,0.1977683794535802,0,0.49496979041283384
39,40518.99053157378,3,0.378360659219007,618,15828.989003696668,72,other,1,1,2,1,0.1656508024115405,0,0.06510934254133742
55,10000.0,4,0.1390023194729403,758,25808.093946883226,60,business,0,1,0,1,0.0,0,0.5161618789376645
18,26925.93138123708,2,0.0926181109976316,577,25664.88479559108,84,other,1,1,0,1,0.19603237769378312,0,0.13616658461109915
48,24362.27413214331,1,0.12629812766977302,624,14611.275595967356,96,education,1,0,1,0,0.2459265906536917,0,0.07496875864663946
40,22954.917336992825,4,0.12102012225092705,771,13311.252287246061,12,car,0,1,0,0,0.004303134745410241,0,0.5798867446058894
37,62140.85230013917,6,0.12095872740499988,739,60693.872896706154,96,other,0,1,0,4,0.022732765324780663,0,0.12208931534193453
40,30774.401856630655,5,0.24731276593302912,663,26793.743890747864,36,education,1,1,0,0,0.11458543593477911,0,0.2902167848847497
20,96574.68234815332,7,0.19582449489357398,546,22588.134187405336,24,car,1,1,4,2,0.2886900679281198,0,0.11694645862760769
37,10000.0,1,0.05153227837685195,708,40334.56293433031,24,medical,1,1,0,0,0.07884252428182308,1,2.0167281467165155
43,25233.41954217775,3,0.2771948944596655,621,53035.23966467463,60,education,0,1,0,0,0.25604903335414414,0,0.42035713452174833
54,23967.80586173596,4,0.14599566021295682,598,46655.501588035564,24,home,0,1,0,2,0.20041718691694854,1,0.9732952164494952
34,10000.0,3,0.21916750643662505,783,11076.994487206783,48,home,0,1,0,0,0.09619609934703391,0,0.27692486218016954
31,57313.70203297052,4,0.14880209856010823,796,22388.622153336804,36,education,0,1,0,2,0.0,0,0.13021099294579058
34,225184.04077779557,7,0.10298553045492254,561,19176.553154110654,96,car,1,1,0,1,0.2494110435682521,0,0.010644933521861718
49,21655.049197345343,5,0.06022227163068931,821,56820.07761705925,120,business,1,1,0,3,0.0,0,0.2623872017064026
43,36498.304567044026,7,0.19767564508615423,641,31449.999960851797,72,medical,0,1,0,0,0.0,0,0.1436139766578337
34,23969.044775867675,5,0.17985445941320902,728,11527.442074131674,48,education,1,1,0,2,0.04643759953336416,0,0.1202325977309872
45,10790.434541910388,4,0.33230257282033365,833,8771.748717902195,24,other,1,1,3,0,0.22407531506984718,0,0.4064594750022553
40,10000.0,8,0.07341917042628016,633,49553.9487425209,96,medical,0,1,3,0,0.17319230469673189,0,0.6194243592815112
49,10875.050687924908,4,0.1875305894715085,676,21890.560355826612,36,car,1,0,0,0,0.09009394239164656,0,0.6709719026913825
32,10000.0,9,0.25122387402761565,722,21614.86049342228,24,home,0,0,1,0,0.12316853523373437,0,1.0807430246711138
36,121067.32539436541,6,0.13188609509066404,808,18547.577364475033,48,car,0,1,2,4,0.21632575350748284,0,0.038300130328431
36,19631.492305887703,3,0.07586478163250177,651,14537.333500306415,24,car,0,1,0,6,0.0,0,0.37025543636197505
25,15585.256823456508,4,0.050945712189042806,730,22463.192270677177,36,education,0,1,2,0,0.1066070822049891,0,0.48043678982710264
42,53591.93261344564,8,0.08292767526721569,572,32971.007790654265,120,medical,0,1,0,3,0.07998030668662276,0,0.06152233402081527
42,10000.0,7,0.1749221212918759,501,21719.190509528926,84,business,1,1,1,3,0.16987776032569984,0,0.3102741501361275
40,10230.573950299233,6,0.2674961213324161,582,37187.178095898285,12,medical,1,0,1,0,0.2892391425030544,0,3.63490633825198
37,23578.068762898074,6,0.03767856734377795,581,31067.0285882924,60,business,1,1,0,6,0.0752956999818227,0,0.2635247941695614
25,61621.67727441821,2,0.19899814567979474,747,34591.681507060886,60,home,1,0,0,3,0.0260062307957019,0,0.11227114560032066
35,36376.74752225618,2,0.2021964365814239,642,24138.77332645263,120,medical,1,1,0,3,0.16681070757763683,0,0.06635770092332731
36,28235.21233954503,5,0.10216172810217361,588,20296.066880080372,12,business,1,0,0,5,0.09971437417227151,0,0.7188211172633744
31,23816.115092060365,3,0.22689784784314262,561,12389.642200061933,12,medical,0,0,0,0,0.29402175386834173,1,0.5202209576234496
38,32867.37671279308,4,0.12113814820126075,608,36049.84880030283,84,car,0,1,0,4,0.21927618167024546,0,0.15668966966988634
44,26947.691259845087,3,0.04756803236765949,741,25034.202299536984,84,home,1,1,0,10,0.08354363819368812,0,0.13271321018690221
58,10000.0,5,0.1694506040116701,560,19391.992247074024,96,medical,0,1,0,0,0.3017442485822694,0,0.2423999030884253
41,23065.175886085606,5,0.10189102001129488,637,12480.59859904886,48,other,0,1,4,0,0.2585627245048597,0,0.13527534605294253
42,10000.0,7,0.17702661693020108,611,41523.23686788924,84,car,0,0,0,0,0.25094626254008967,0,0.5931890981127034
39,23886.83006898481,5,0.10693799402874204,685,21875.414812475712,72,other,1,1,0,0,0.015699003016030902,0,0.15263232744640623
20,13620.782883867836,5,0.2151182135052596,834,56463.38301107113,12,car,0,1,0,3,0.16988351866624146,1,4.145384556268433
39,279115.6867702527,4,0.3142864615212174,584,7819.056307337097,24,home,1,1,2,3,0.08968736252230558,0,0.014006837805882914
40,21165.030970624597,7,0.1937795365358063,681,25756.215498955942,96,medical,1,1,0,0,0.17248588745665155,0,0.1521153898540448
64,10000.0,4,0.23465015902002512,648,11174.889469620985,72,other,0,0,0,1,0.019858894782476544,0,0.1862481578270164
38,19260.65685368125,3,0.05428517668801135,603,15272.25044500006,84,education,0,1,0,0,0.006434469365094425,0,0.11327495630837969
43,37025.37419512332,6,0.23455663034540775,655,19180.148793479144,96,education,0,0,0,3,0.13279102547255062,0,0.06475339280975248
39,117402.55462554218,4,0.30233233632657314,831,30095.81560231175,60,other,0,0,0,3,0.06484979594571341,0,0.05126943906510887
28,12216.558933423317,6,0.34004425688598755,643,25235.88648858881,60,education,0,1,2,3,0.2043362418717043,0,0.4131423034279461
51,10000.0,0,0.09944845805387009,643,16746.687523241235,24,car,1,1,0,1,0.1602321344057011,0,0.8373343761620616
47,49853.15241631585,8,0.11976680464769762,612,15765.57076932764,48,medical,0,1,0,3,0.16224700355678018,0,0.07906004939101861
47,10000.0,4,0.1624034983241929,691,9341.754487411717,24,business,0,1,0,2,0.24736265190594903,0,0.4670877243705859
30,14240.489487430716,7,0.31895437238255664,550,16220.991693456366,84,medical,1,0,2,1,0.1988636625431966,0,0.16272506150030594
54,17024.002082846262,6,0.022597296687001167,662,15184.04540060128,120,home,0,0,0,3,0.09977347715368977,0,0.08919198509674196
25,20544.86985569324,3,0.05580454344898051,694,39949.830390248644,24,business,0,1,1,0,0.0,0,0.9722580544645808
45,43877.82986669015,3,0.09770881242704024,565,18052.548550605625,48,home,0,1,0,3,0.14831829318105172,0,0.10285689040144518
61,11118.50056809005,2,0.16895823871164595,809,18128.096933840836,96,other,0,1,0,2,0.0,0,0.20380554939517018
30,16751.96339227839,2,0.15610544137342544,806,24462.985216671485,120,other,0,1,0,4,0.012300817045577922,0,0.14603055560608133
34,21714.37249077078,7,0.1152635130698058,850,43623.6774605361,48,medical,1,1,0,4,0.0,0,0.5022442794406952
40,25580.815564433706,4,0.06205906477316594,707,43180.767517116605,96,home,0,1,1,0,0.10144122325603369,1,0.21100171439194162
34,24290.173739988673,9,0.21907593783670354,691,72807.85863126843,84,car,0,1,0,0,0.1957026913311017,0,0.42820289278073426
24,34064.31979737568,3,0.1600597428480379,642,10935.712780454984,60,education,0,1,0,0,0.02682010482189527,0,0.06420625948501969
40,51217.65161111206,3,0.16323753335149316,656,23906.874610786286,48,medical,1,1,0,0,0.27969699400275483,0,0.11669255548998808
29,32618.47470736791,5,0.3221450153605571,742,20908.958396303682,72,business,0,1,0,0,0.15574021642860952,1,0.10683597043232648
44,34668.45669341181,9,0.15440005407946097,651,8851.110182006842,72,business,0,1,2,6,0.10711331213987692,0,0.04255121718800967
30,10000.0,3,0.16828192572374767,634,12289.72398523102,24,home,1,1,0,0,0.25307938408976516,0,0.614486199261551
55,23161.05999906436,6,0.1953054596664677,705,34718.73054216008,36,education,0,0,0,4,0.11164527352280604,0,0.49967100733677733
32,35578.88233525063,4,0.20833075735216247,587,28662.57859206669,72,other,0,1,0,1,0.13841431921584577,0,0.13426774868861163
36,45658.32314385292,5,0.10516691232831533,808,28554.43619831827,48,medical,1,0,0,5,0.007414726370393615,0,0.15634847182382022
48,11022.007399324862,3,0.391655996467652,650,27549.213508256304,36,car,0,1,0,6,0.24899369193871046,1,0.8331577757769664
27,11395.350782601861,6,0.06445607048734489,726,9487.635654169106,48,home,1,1,0,3,0.014942758252102992,0,0.20814707320494671
42,12405.55114890846,4,0.27619439487455244,569,12721.138295987188,72,medical,0,1,1,1,0.10328581874173985,0,0.17090653132202158
53,37662.263346646585,3,0.24521783269679032,645,16845.924251342756,36,medical,0,1,5,1,0.031218088747802825,0,0.14909640538852267
23,61937.4977610749,4,0.14449828174775095,610,33350.6801988172,12,other,1,1,0,7,0.27845796215384805,0,0.5384570156106095
41,14655.044544869404,6,0.15880516341572884,614,23525.964428230283,72,education,1,1,1,0,0.10839605087667029,0,0.26755251813577174
42,54609.45491195961,4,0.04808959543363449,536,34616.78248883645,24,business,0,0,0,1,0.3291289927952743,0,0.3169486176399765
47,24921.341635793076,3,0.2809607569306714,755,58567.61277767972,120,other,0,1,4,0,0.2036025788203641,0,0.2350098707910751
27,19452.176066954555,4,0.17948841142277405,698,9951.883024657518,72,education,0,1,2,1,0.22782222009246206,0,0.08526794971766528
26,17829.60880205356,4,0.23097310918776065,508,20750.22448956521,12,home,1,0,0,2,0.307003991917084,1,1.1638070537574141
45,46472.28370916319,5,0.3403580988611578,628,20796.210015774188,48,home,1,1,0,2,0.1818836781730846,1,0.11187426330241701
42,30502.923692964694,3,0.060927391010574615,628,14554.07052606786,60,other,0,1,0,0,0.16198951524093758,0,0.09542738048697061
42,214448.61416480277,3,0.13208074343350662,689,27448.307644458153,96,education,1,1,4,0,0.25577309394360526,0,0.015999350095685542
43,10000.0,3,0.25671273935617145,635,91836.11468674606,36,medical,0,1,1,10,0.28249821746652415,0,3.0612038228915353
33,36978.86092588951,6,0.13048484344264505,758,13711.184973243351,120,business,1,1,0,0,0.0,0,0.03707844057371688
42,12975.250188365399,4,0.16584614278260962,746,29765.13388031195,120,home,1,1,0,0,0.028887246968205826,0,0.22939930597254798
42,10000.0,7,0.2201705024669484,850,13060.174675364146,60,education,1,1,0,0,0.06954020094065097,0,0.2612034935072829
32,21788.397078184593,7,0.08871896440309655,427,8932.48339437862,48,home,0,1,0,0,0.08556819868839696,0,0.10249128655868606
58,25269.476386381524,5,0.2739063745708138,786,16206.511018585812,84,business,0,1,0,1,0.04544342046882959,0,0.09162104605561643
44,407653.7964495058,4,0.21255258623925175,729,25246.871780035657,120,other,0,0,0,9,0.10368369397001925,0,0.0061932139476990914
28,18321.933706390337,4,0.26093863584687216,632,26891.866250207095,72,car,0,1,2,3,0.065936809788496,0,0.24462361780103056
46,10000.0,3,0.16125902047156673,624,53568.969168095166,84,car,1,1,2,0,0.19360519895557296,0,0.7652709881156452
30,28940.88897257321,3,0.13941090010607957,641,25318.371696178994,12,other,0,1,4,0,0.265099435401245,0,0.8748304767062541
47,10000.0,3,0.29110808665271515,674,22176.93810809306,48,medical,0,1,0,2,0.18881673639229066,0,0.5544234527023265
51,20091.321153536675,4,0.03420240141707161,595,33404.925273329376,24,medical,0,1,0,4,0.0,0,0.8313272436902216
31,22382.28960071806,1,0.13303760442415863,489,24936.285962818547,12,car,0,1,0,0,0.10063117313539251,0,1.1141079133395964
49,48756.82091994631,8,0.08156458606328386,598,21766.496362781916,84,business,0,1,1,0,0.2391481851711601,0,0.0637756814682995
44,58315.44437964486,10,0.18549336164675045,623,20127.210840172545,48,education,0,1,0,2,0.2054034878296977,0,0.08628593614557963
48,13312.122710998154,2,0.12274259126382814,707,30273.253758529056,24,education,0,1,5,0,0.2587081673683296,0,1.1370558405955058
58,18946.717667886838,10,0.21835890480202766,531,28685.727834516914,60,other,0,1,2,0,0.14833374449928372,0,0.3028041937114724
37,10238.180214668593,2,0.11596787381211636,714,19299.97594012205,84,business,1,1,0,0,0.08284374550759271,0,0.2692997546641333
32,10000.0,4,0.18087780170063678,529,45283.715380473775,24,education,0,1,1,0,0.3503307032164993,1,2.2641857690236886
31,30028.276880088015,5,0.08488345475914322,689,33562.27441489332,84,medical,1,0,0,0,0.0,0,0.15966985551136934
31,10000.0,4,0.1798365329504688,705,35639.00341654563,36,education,0,1,0,3,0.11663819707640785,1,1.187966780551521
39,14550.390335590368,3,0.037901303063882834,636,13951.475206526233,96,other,1,1,0,2,0.14652096001657708,0,0.11985481905252413
43,10000.0,3,0.2889168893654909,654,17040.617360227046,84,education,0,1,0,0,0.10837344047245531,0,0.24343739086038638
42,38165.34509169186,6,0.22049732625989502,719,47017.81129829949,12,medical,1,0,3,1,0.11391537566216417,0,1.231950377635514
48,133443.0533655001,7,0.31354543115602423,591,37045.91866213459,120,other,0,1,0,0,0.4210434566030349,1,0.027761593974222048
40,10000.0,1,0.1544178771594009,680,10857.999517034366,72,home,0,1,3,1,0.18454123466361372,0,0.18096665861723943
54,10000.0,5,0.347344732589391,614,26046.169875314958,48,other,0,1,1,0,0.2409839641952437,0,0.6511542468828739
37,19440.486718287044,6,0.3044496909149419,805,35558.9346164457,72,car,0,0,0,5,0.2664735016246498,0,0.30485291796558217
67,22374.960906763103,5,0.22068906454312062,704,13186.660460271973,24,education,0,1,3,0,0.062374391392987255,0,0.2946744916163439
46,27409.893579797965,2,0.2383648489724819,545,36510.01911011411,24,car,0,1,0,2,0.13142957915958142,0,0.6660007453845652
31,14096.467101107368,5,0.03736997907374274,831,22599.854077557062,96,car,1,0,0,0,0.0,0,0.20040352943984896
29,18022.219660315524,7,0.16666773573180652,750,46761.6518791744,60,business,0,1,1,4,0.07531231077212763,0,0.5189333252012501
44,31809.18649501809,3,0.19986203548595297,529,20665.606196413028,84,business,1,1,3,0,0.21286643528159374,0,0.09281059284847812
37,62344.5097965435,3,0.04469598903576088,497,10692.80029416293,12,business,1,0,0,0,0.17128827018673076,0,0.17151149843118596
47,10000.0,5,0.1684248081742997,527,28687.922583663676,72,other,1,1,0,0,0.20453211278884742,1,0.4781320430610612
44,15230.580503721092,4,0.19190033119020236,551,12558.30131772107,84,home,0,1,1,0,0.1727823071399877,1,0.11779216458298547
39,27277.26346177874,3,0.08382912432480376,665,16543.011718674712,84,home,1,1,0,0,0.15213791448968145,0,0.08663946043170977
31,10000.0,2,0.19426422011478936,658,8879.34609728872,36,car,0,1,0,2,0.18103822262152794,1,0.29597820324295737
24,124389.07473629877,3,0.15738192600040535,723,14705.747322095369,120,car,1,1,0,1,0.004039998965077438,0,0.011822378575667617
35,11667.822516877508,1,0.20267783784810872,618,43122.8523172152,120,car,1,1,0,0,0.21419603019750721,0,0.3695878323040823
48,21135.456520757652,6,0.18295255914299838,623,23709.620565998684,60,car,0,1,0,10,0.3292449806697977,0,0.2243587266990224
42,38408.040199044255,3,0.10833185230879672,661,19610.02948250243,120,medical,0,1,0,0,0.23973255600720447,0,0.05105709476681501
27,12194.19394382412,6,0.14858505075143771,762,14210.513400991436,84,car,0,1,0,2,0.10769856163050506,0,0.1664786825886863
41,10000.0,4,0.21154047714064653,460,24433.038258177137,84,business,1,1,0,3,0.3292523234685384,0,0.3490434036882448
43,14347.70779779564,4,0.09105210728927,624,19720.611688023087,120,car,1,0,0,7,0.3263172823405734,1,0.13744782069685677
31,61663.074104290514,2,0.23409486883216601,781,72742.42477475274,24,other,0,0,3,0,0.18974519237405912,0,0.5898378067538749
41,15726.537848829965,6,0.0984936070235095,656,22274.603187765835,60,business,1,1,0,1,0.08253438734215862,0,0.2832740861577876
40,10000.0,12,0.22464160931125582,620,27634.387236808678,96,business,0,0,1,0,0.223653443688336,1,0.34542984046010844
28,55585.197317929036,3,0.27449478638105596,568,16034.794618637587,96,car,0,1,0,0,0.196340280038307,0,0.0360590485244746
43,15823.083027580595,4,0.07936006148880818,740,21837.749412989055,36,car,1,1,4,1,0.26462290507236297,0,0.46003991710348174
45,13224.668448424001,5,0.17475451661087796,601,27759.679429258867,60,education,1,1,0,1,0.19825133266713396,1,0.41981664096186877
50,25577.186726402037,2,0.22909726535735467,601,13888.959095945587,48,business,0,1,1,0,0.17537896830397978,0,0.13575534366342876
50,47607.719889353546,2,0.22780948992741099,786,29633.40865070938,48,car,1,1,4,0,0.22759100399265195,0,0.15561241285857225
26,238401.98291436306,5,0.16708480920208568,545,23501.49875603413,24,other,0,1,4,0,0.2682833592613997,1,0.04928964614458798
30,50374.285103647904,3,0.0472826119176317,813,7058.064383499938,72,other,0,1,0,1,0.2079605251325247,0,0.0233520746050542
45,70251.71265913922,4,0.24977890242755574,666,33255.33011579017,12,car,0,1,0,2,0.1537872227513279,0,0.47337394146025713
45,13280.257342090626,4,0.20123997356048665,652,28115.51293873132,96,education,1,1,0,2,0.32241448518508276,0,0.2646363716313467
45,10000.0,6,0.19211596255166935,678,24811.0239349145,120,medical,0,0,0,0,0.1743805146626871,0,0.248110239349145
75,23443.09676750258,4,0.19846007226656545,652,16037.637070251538,60,business,1,1,0,4,0.20810787743394263,0,0.13682183057387984
45,24518.173946134026,4,0.29955497349698534,597,75555.56017685916,72,business,1,1,0,1,0.11033029754816005,0,0.5136024155173854
51,10000.0,11,0.18782199096573685,684,16414.947676096654,12,education,0,1,0,1,0.020917095315435022,0,1.6414947676096654
49,18484.826218253216,7,0.19992490341980296,601,4939.641061709275,72,medical,1,0,0,0,0.32043000885247896,0,0.04453780092733147
46,32837.20997146153,3,0.1048552122598672,692,28528.88368891289,12,home,0,1,0,0,0.07693493390411985,0,0.8687974317460905
36,31583.60371124358,4,0.23556590429042662,850,20583.267747824215,60,other,1,1,2,0,0.17622600004309347,0,0.13034147677389132
47,36471.552545684404,9,0.053780362443125077,716,10706.6599925818,120,other,0,1,0,1,0.0,0,0.029356194747044557
32,29465.18659847072,6,0.2294132041355595,631,19410.311971883817,60,education,0,1,0,2,0.1352622385600319,0,0.1317508165578102
37,13266.420414750746,7,0.11872623995397662,675,21299.022748356383,36,car,0,1,1,1,0.24007065182627507,1,0.5351612588395057
35,13175.303027715301,3,0.22144962742107097,618,15095.60779148543,48,car,0,0,2,0,0.268651749241022,0,0.28643758249299117
40,10000.0,3,0.05556343102877281,631,23278.04064569135,36,car,1,0,5,3,0.2526832716181756,0,0.7759346881897117
63,131238.95692306914,8,0.011923343563117986,638,26311.79532188112,48,home,1,1,0,0,0.04324029919948959,0,0.050121922519745433
21,22324.731183493735,4,0.24733721947259288,697,21523.04008156724,72,car,1,1,2,0,0.17218824889713957,0,0.16068159197276813
